# schiff.py generated official result file
Name,date played, games played, my wins, my losses, my bads, your errors, your unexpected, my win ratio
11928041, 2024-05-15T19:18:51.150809, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-15T19:19:13.727309, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-15T19:20:02.752128, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-15T19:34:35.692731, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-15T19:35:11.486999, 2, 0, 0, 0, 0, 1, 0.000000
11928041, 2024-05-15T19:50:29.487997, 2, 0, 0, 0, 0, 1, 0.000000
11928041, 2024-05-15T19:50:58.523822, 2, 0, 0, 0, 0, 1, 0.000000
11928041, 2024-05-15T19:51:49.428675, 2, 0, 0, 0, 0, 1, 0.000000
11928041, 2024-05-15T19:52:08.844589, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-15T19:54:26.645719, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-15T19:55:41.863409, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-15T19:55:58.975343, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-15T20:08:25.289854, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-15T20:09:12.527971, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-15T20:11:54.133372, 2, 0, 0, 0, 0, 1, 0.000000
11928041, 2024-05-15T20:14:41.451527, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-15T20:18:58.834890, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-15T20:20:44.574221, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:34:50.228015, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:36:32.426137, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:37:41.331779, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:38:36.954529, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:39:17.555644, 2, 0, 0, 0, 0, 1, 0.000000
11928041, 2024-05-20T15:40:43.286736, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:41:23.285410, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:41:56.816985, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:42:24.919405, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:43:11.637366, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:44:28.220972, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:44:59.814250, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:45:19.697663, 2, 0, 0, 1, 0, 0, 0.000000
11928041, 2024-05-20T15:47:47.599899, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:48:19.401766, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:48:43.943087, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:49:12.493798, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:49:57.416697, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:52:24.929599, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:52:51.997275, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:53:11.473257, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T15:53:23.928551, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T16:05:01.137758, 2, 0, 0, 0, 1, 0, 0.000000
11928041, 2024-05-20T16:09:49.708504, 2, 0, 0, 0, 1, 0, 0.000000
